,rindex,nif,produtos_all,produtos,grupos,total
1377,1377,11420666,"[137, 97, 80, 73, 71, 51, 50, 37, 48, 46, 159, 156, 155, 154, 21, 34, 7, 14, 130]","[137, 97, 80, 73, 71, 51, 50, 37, 48, 46, 159, 156, 155, 154, 21, 34, 7, 14, 130]","[17, 11, 9, 8, 7, 5, 23, 3, 4, 2, 16]",69.4
1378,1378,12025113,"[147, 102, 97, 98, 80, 35, 34, 28, 12, 100, 96, 95, 94, 81, 76, 60, 108, 11, 162, 164, 154, 18, 17, 1, 69, 129, 73]","[147, 102, 97, 98, 80, 35, 34, 28, 12, 100, 96, 95, 94, 81, 76, 60, 108, 11, 162, 164, 154, 18, 17, 1, 69, 129, 73]","[18, 12, 11, 9, 4, 3, 2, 8, 6, 15, 23, 24, 1, 7, 16]",92.9
1379,1379,16704944,"[94, 85, 84, 97, 80, 53, 20, 19, 49, 48, 47, 45, 40, 39, 36, 161, 159, 25, 24, 118, 131, 130, 81, 156, 126, 69, 18, 16, 109, 125]","[94, 85, 84, 97, 80, 53, 20, 19, 49, 48, 47, 45, 40, 39, 36, 161, 159, 25, 24, 118, 131, 130, 81, 156, 126, 69, 18, 16, 109, 125]","[11, 9, 5, 3, 4, 23, 15, 16, 7]",70.5
1380,1380,16816652,"[65, 62, 61, 60, 130, 75, 129, 127, 37, 34, 24, 16, 55, 18, 81]","[65, 62, 61, 60, 130, 75, 129, 127, 37, 34, 24, 16, 55, 18, 81]","[6, 16, 8, 5, 4, 3, 9]",40.0
1381,1381,11051821,"[147, 137, 138, 101, 80, 37, 6, 19, 18, 17, 14, 159, 157, 156, 154, 91, 86, 85, 84, 83, 34, 33, 50, 29, 13, 82, 133, 124, 79, 81]","[147, 137, 138, 101, 80, 37, 6, 19, 18, 17, 14, 159, 157, 156, 154, 91, 86, 85, 84, 83, 34, 33, 50, 29, 13, 82, 133, 124, 79, 81]","[18, 17, 12, 9, 5, 1, 3, 2, 23, 11, 10, 4, 15]",64.0
1382,1382,13145246,"[137, 134, 122, 94, 162, 161, 159, 156, 133, 130, 127, 97, 80, 34, 32, 29, 24, 16, 93, 13, 46, 42, 41, 40, 79, 19, 18, 5, 124, 16, 15, 85, 62, 58, 70, 137, 81, 14]","[137, 134, 122, 94, 162, 161, 159, 156, 133, 130, 127, 97, 80, 34, 32, 29, 24, 16, 93, 13, 46, 42, 41, 40, 79, 19, 18, 5, 124, 15, 85, 62, 58, 70, 81, 14]","[17, 15, 11, 23, 16, 9, 4, 3, 2, 5, 1, 6, 7]",110.5
1383,1383,18008303,"[147, 134, 93, 92, 90, 136, 133, 132, 129, 101, 34, 33, 6, 16, 13, 163, 161, 160, 159, 113, 103, 40, 39, 18, 82, 99, 158]","[147, 134, 93, 92, 90, 136, 133, 132, 129, 101, 34, 33, 6, 16, 13, 163, 161, 160, 159, 113, 103, 40, 39, 18, 82, 99, 158]","[18, 17, 11, 16, 12, 4, 1, 3, 2, 23, 15, 5, 9]",54.6
1384,1384,19333151,"[105, 80, 34, 49, 47, 162, 150, 45, 149, 124, 96, 93, 88, 148, 62, 30, 28, 16, 19, 9, 18, 116]","[105, 80, 34, 49, 47, 162, 150, 45, 149, 124, 96, 93, 88, 148, 62, 30, 28, 16, 19, 9, 18, 116]","[13, 9, 4, 5, 23, 20, 19, 15, 11, 10, 6, 3, 2]",60.0
1385,1385,15159862,"[147, 102, 97, 80, 65, 34, 29, 95, 90, 88, 163, 161, 159, 153, 150, 61, 60, 47, 45, 36, 75, 58, 55, 8, 18, 3, 27, 26, 85, 81, 25, 126, 103, 148, 107, 2]","[147, 102, 97, 80, 65, 34, 29, 95, 90, 88, 163, 161, 159, 153, 150, 61, 60, 47, 45, 36, 75, 58, 55, 8, 18, 3, 27, 26, 85, 81, 25, 126, 103, 148, 107, 2]","[18, 12, 11, 9, 6, 4, 3, 10, 23, 22, 20, 5, 8, 2, 1, 16, 19, 14]",243.6
1386,1386,16906882,"[163, 162, 97, 80, 52, 53, 37, 8, 61, 132, 18, 16, 1, 149, 104, 93, 87, 85, 46, 40, 38, 129, 126, 135, 81, 29, 77, 36, 75, 96, 54, 108]","[163, 162, 97, 80, 52, 53, 37, 8, 61, 132, 18, 16, 1, 149, 104, 93, 87, 85, 46, 40, 38, 129, 126, 135, 81, 29, 77, 36, 75, 96, 54, 108]","[23, 11, 9, 5, 2, 6, 16, 3, 1, 19, 12, 10, 17, 8, 4, 15]",73.1
1387,1387,10246203,"[142, 101, 102, 98, 80, 65, 53, 32, 29, 91, 87, 86, 84, 82, 40, 154, 150, 24, 36, 76, 8, 19, 18, 4, 132, 13, 81, 17, 2]","[142, 101, 102, 98, 80, 65, 53, 32, 29, 91, 87, 86, 84, 82, 40, 154, 150, 24, 36, 76, 8, 19, 18, 4, 132, 13, 81, 17, 2]","[17, 12, 9, 6, 5, 4, 3, 11, 10, 23, 20, 8, 2, 1, 16]",60.6
1388,1388,16371956,"[147, 97, 80, 46, 41, 40, 73, 57, 163, 39, 33, 130, 129, 125, 159, 156, 32, 84, 99, 26, 13, 5, 38, 81]","[147, 97, 80, 46, 41, 40, 73, 57, 163, 39, 33, 130, 129, 125, 159, 156, 32, 84, 99, 26, 13, 5, 38, 81]","[18, 11, 9, 5, 8, 23, 4, 16, 12, 3, 2, 1]",46.8
1389,1389,11749991,"[114, 103, 156, 98, 80, 35, 33, 28, 26, 100, 94, 154, 93, 131, 19, 4, 16, 15, 129, 125, 85, 84, 14, 83, 81]","[114, 103, 156, 98, 80, 35, 33, 28, 26, 100, 94, 154, 93, 131, 19, 4, 16, 15, 129, 125, 85, 84, 14, 83, 81]","[15, 12, 23, 9, 4, 3, 11, 16, 1, 2]",71.0
1390,1390,10450249,"[97, 80, 7, 19, 18, 3, 15, 90, 87, 86, 83, 2, 34, 26, 47, 112, 109, 41, 62, 61, 60, 163, 162, 161, 160, 57, 24, 158, 103, 40, 36]","[97, 80, 7, 19, 18, 3, 15, 90, 87, 86, 83, 2, 34, 26, 47, 112, 109, 41, 62, 61, 60, 163, 162, 161, 160, 57, 24, 158, 103, 40, 36]","[11, 9, 2, 3, 1, 10, 4, 5, 15, 6, 23, 12]",68.4
1391,1391,17283055,"[147, 134, 80, 67, 37, 47, 45, 40, 28, 27, 26, 25, 94, 90, 89, 18, 15, 1, 10, 158, 156, 149, 133, 59, 154, 151, 84, 132]","[147, 134, 80, 67, 37, 47, 45, 40, 28, 27, 26, 25, 94, 90, 89, 18, 15, 1, 10, 158, 156, 149, 133, 59, 154, 151, 84, 132]","[18, 17, 9, 6, 5, 3, 11, 1, 2, 23, 19, 20, 16]",97.0
1392,1392,10817922,"[147, 80, 65, 51, 43, 90, 18, 4, 42, 84, 157, 26, 17, 25, 54, 39, 15, 154, 150]","[147, 80, 65, 51, 43, 90, 18, 4, 42, 84, 157, 26, 17, 25, 54, 39, 15, 154, 150]","[18, 9, 6, 5, 11, 3, 1, 23, 20]",44.1
1393,1393,14315783,"[147, 133, 132, 129, 94, 91, 90, 163, 161, 159, 97, 80, 8, 19, 18, 17, 45, 40, 39, 127, 140, 156, 80, 16, 15, 26, 62, 155, 154, 99, 73]","[147, 133, 132, 129, 94, 91, 90, 163, 161, 159, 97, 80, 8, 19, 18, 17, 45, 40, 39, 127, 140, 156, 16, 15, 26, 62, 155, 154, 99, 73]","[18, 17, 16, 11, 23, 9, 2, 3, 5, 6, 12, 8]",59.9
1394,1394,14472746,"[147, 159, 155, 149, 102, 80, 37, 34, 33, 30, 27, 18, 16, 47, 44, 26, 131, 130, 154, 151, 125, 139, 1, 40, 38, 36, 94, 83]","[147, 159, 155, 149, 102, 80, 37, 34, 33, 30, 27, 18, 16, 47, 44, 26, 131, 130, 154, 151, 125, 139, 1, 40, 38, 36, 94, 83]","[18, 23, 19, 12, 9, 5, 4, 3, 16, 20, 17, 1, 11]",54.0
1395,1395,19482791,"[147, 134, 122, 100, 157, 156, 98, 80, 65, 53, 40, 39, 64, 61, 73, 19, 8, 18, 93, 92, 25, 16, 91, 88, 86, 85, 99, 15]","[147, 134, 122, 100, 157, 156, 98, 80, 65, 53, 40, 39, 64, 61, 73, 19, 8, 18, 93, 92, 25, 16, 91, 88, 86, 85, 99, 15]","[18, 17, 15, 12, 23, 9, 6, 5, 8, 3, 2, 11, 10]",72.3
1396,1396,15987698,"[147, 161, 159, 156, 106, 130, 129, 105, 80, 49, 151, 44, 149, 18, 3, 88, 87, 147, 85, 36, 62, 26]","[147, 161, 159, 156, 106, 130, 129, 105, 80, 49, 151, 44, 149, 18, 3, 88, 87, 85, 36, 62, 26]","[18, 23, 13, 16, 9, 5, 20, 19, 3, 1, 10, 4, 6]",50.0
1397,1397,12565597,"[147, 97, 157, 156, 128, 98, 80, 53, 19, 100, 94, 93, 91, 18, 4, 16, 14, 48, 90, 88, 84, 61, 39, 154, 125]","[147, 97, 157, 156, 128, 98, 80, 53, 19, 100, 94, 93, 91, 18, 4, 16, 14, 48, 90, 88, 84, 61, 39, 154, 125]","[18, 11, 23, 16, 12, 9, 5, 3, 1, 2, 10, 6]",47.0
1398,1398,15920506,"[147, 148, 141, 138, 97, 80, 64, 37, 34, 27, 25, 160, 157, 155, 154, 150, 50, 48, 42, 41, 36, 91, 86, 129, 127, 84, 8, 7, 69, 125, 19, 16]","[147, 148, 141, 138, 97, 80, 64, 37, 34, 27, 25, 160, 157, 155, 154, 150, 50, 48, 42, 41, 36, 91, 86, 129, 127, 84, 8, 7, 69, 125, 19, 16]","[18, 19, 17, 11, 9, 6, 5, 4, 3, 23, 20, 10, 16, 2, 7]",82.8
1399,1399,19335054,"[147, 162, 102, 80, 67, 65, 48, 47, 44, 42, 60, 59, 94, 85, 84, 83, 129, 127, 143, 26, 9, 12, 18, 158, 81, 149, 1]","[147, 162, 102, 80, 67, 65, 48, 47, 44, 42, 60, 59, 94, 85, 84, 83, 129, 127, 143, 26, 9, 12, 18, 158, 81, 149, 1]","[18, 23, 12, 9, 6, 5, 11, 16, 17, 3, 2, 19, 1]",80.2
1400,1400,16520847,"[64, 75, 73, 57, 24, 158, 156, 132, 84, 83, 154, 54, 15]","[64, 75, 73, 57, 24, 158, 156, 132, 84, 83, 154, 54, 15]","[6, 8, 5, 3, 23, 16, 9]",41.5
1401,1401,15920506,"[147, 101, 161, 144, 95, 94, 93, 97, 80, 5, 18, 4, 17, 108, 16, 3, 15, 1, 130, 91, 47, 96, 83, 81, 39, 64, 38, 36, 157]","[147, 101, 161, 144, 95, 94, 93, 97, 80, 5, 18, 4, 17, 108, 16, 3, 15, 1, 130, 91, 47, 96, 83, 81, 39, 64, 38, 36, 157]","[18, 12, 23, 17, 11, 9, 1, 3, 15, 16, 5, 6, 4]",63.1
1402,1402,16761772,"[147, 141, 137, 134, 130, 129, 105, 101, 98, 67, 95, 52, 37, 48, 45, 39, 38, 154, 34, 32, 26, 20, 5, 165, 18, 17, 15, 82, 81, 36, 13, 151, 80, 60, 80, 74]","[147, 141, 137, 134, 130, 129, 105, 101, 98, 67, 95, 52, 37, 48, 45, 39, 38, 154, 34, 32, 26, 20, 5, 165, 18, 17, 15, 82, 81, 36, 13, 151, 80, 60, 74]","[18, 17, 16, 13, 12, 6, 11, 5, 23, 4, 3, 1, 24, 9, 2, 20, 8]",88.9
1403,1403,11532195,"[147, 147, 163, 106, 97, 80, 43, 39, 38, 100, 95, 32, 30, 26, 25, 133, 130, 19, 18, 17, 24, 93, 86, 161, 79, 16, 57]","[147, 163, 106, 97, 80, 43, 39, 38, 100, 95, 32, 30, 26, 25, 133, 130, 19, 18, 17, 24, 93, 86, 161, 79, 16, 57]","[18, 23, 13, 11, 9, 5, 12, 4, 3, 17, 16, 10]",59.5
1404,1404,17444531,"[145, 137, 98, 80, 67, 64, 162, 159, 149, 8, 5, 76, 60, 54, 96, 156, 154, 150, 34, 16, 18, 144, 13, 93, 87, 39, 1]","[145, 137, 98, 80, 67, 64, 162, 159, 149, 8, 5, 76, 60, 54, 96, 156, 154, 150, 34, 16, 18, 144, 13, 93, 87, 39, 1]","[17, 12, 9, 6, 23, 19, 2, 1, 8, 5, 11, 20, 4, 3, 10]",59.1
1405,1405,15363231,"[147, 106, 80, 53, 19, 18, 4, 17, 15, 10, 95, 90, 50, 48, 161, 158, 57, 47, 45, 133, 32, 29, 84, 124, 151, 41, 81]","[147, 106, 80, 53, 19, 18, 4, 17, 15, 10, 95, 90, 50, 48, 161, 158, 57, 47, 45, 133, 32, 29, 84, 124, 151, 41, 81]","[18, 13, 9, 5, 3, 1, 2, 11, 23, 17, 4, 15, 20]",66.4
1406,1406,16417267,"[147, 137, 80, 65, 52, 53, 37, 47, 9, 18, 17, 16, 14, 132, 163, 89, 88, 157, 149, 83, 45, 38, 127, 125, 80, 25, 24, 81, 110]","[147, 137, 80, 65, 52, 53, 37, 47, 9, 18, 17, 16, 14, 132, 163, 89, 88, 157, 149, 83, 45, 38, 127, 125, 25, 24, 81, 110]","[18, 17, 9, 6, 5, 2, 3, 16, 23, 11, 10, 19, 15]",54.4
1407,1407,15617473,"[147, 145, 67, 110, 162, 100, 93, 89, 88, 86, 85, 84, 37, 14, 99, 81, 156, 103, 34, 129, 74, 151]","[147, 145, 67, 110, 162, 100, 93, 89, 88, 86, 85, 84, 37, 14, 99, 81, 156, 103, 34, 129, 74, 151]","[18, 17, 6, 15, 23, 12, 11, 10, 9, 5, 2, 4, 16, 8, 20]",45.8
1408,1408,13694485,"[147, 106, 101, 67, 37, 21, 109, 92, 91, 84, 83, 99, 149, 51, 40, 30, 158, 155, 18, 4, 28, 16, 154, 17, 16, 39, 108, 131, 128, 81]","[147, 106, 101, 67, 37, 21, 109, 92, 91, 84, 83, 99, 149, 51, 40, 30, 158, 155, 18, 4, 28, 16, 154, 17, 39, 108, 131, 128, 81]","[18, 13, 12, 6, 5, 3, 15, 11, 9, 19, 23, 1, 16]",99.3
1409,1409,13216678,"[147, 80, 67, 37, 43, 39, 36, 59, 18, 4, 17, 16, 25, 13, 91, 81, 133, 132, 15, 2, 151]","[147, 80, 67, 37, 43, 39, 36, 59, 18, 4, 17, 16, 25, 13, 91, 81, 133, 132, 15, 2, 151]","[18, 9, 6, 5, 4, 3, 1, 2, 11, 17, 16, 20]",69.6
1410,1410,18232226,"[147, 137, 97, 80, 7, 19, 18, 4, 16, 15, 161, 151, 150, 47, 39, 100, 94, 132, 131, 130, 93, 86, 84, 99, 129, 128, 29, 96, 79, 78, 26, 73, 81, 148]","[147, 137, 97, 80, 7, 19, 18, 4, 16, 15, 161, 151, 150, 47, 39, 100, 94, 132, 131, 130, 93, 86, 84, 99, 129, 128, 29, 96, 79, 78, 26, 73, 81, 148]","[18, 17, 11, 9, 2, 3, 1, 23, 20, 5, 12, 16, 10, 8, 19]",70.9
1411,1411,16689342,"[80, 56, 37, 18, 33, 94, 32, 162, 161, 158, 157, 83, 29, 26, 150, 148, 135, 18, 16, 96, 3, 2, 36]","[80, 56, 37, 18, 33, 94, 32, 162, 161, 158, 157, 83, 29, 26, 150, 148, 135, 16, 96, 3, 2, 36]","[9, 5, 3, 4, 11, 23, 20, 19, 17, 1]",45.5
1412,1412,13294654,"[86, 84, 83, 109, 98, 80, 34, 27, 62, 51, 49, 48, 42, 25, 162, 157, 155, 8, 18, 81, 154, 127, 125]","[86, 84, 83, 109, 98, 80, 34, 27, 62, 51, 49, 48, 42, 25, 162, 157, 155, 8, 18, 81, 154, 127, 125]","[10, 9, 15, 12, 4, 3, 6, 5, 23, 2, 16]",40.9
1413,1413,14041427,"[147, 97, 98, 65, 37, 51, 48, 163, 161, 110, 46, 42, 40, 36, 62, 54, 160, 154, 94, 34, 32, 27, 26, 16, 19, 4, 89, 85, 84, 132, 17, 81]","[147, 97, 98, 65, 37, 51, 48, 163, 161, 110, 46, 42, 40, 36, 62, 54, 160, 154, 94, 34, 32, 27, 26, 16, 19, 4, 89, 85, 84, 132, 17, 81]","[18, 11, 12, 6, 5, 23, 15, 4, 3, 1, 9, 16]",71.0
1414,1414,13437955,"[94, 90, 84, 97, 98, 80, 65, 79, 127, 121, 154, 151, 4, 17, 96, 110, 43, 61, 76, 81, 41, 75, 70]","[94, 90, 84, 97, 98, 80, 65, 79, 127, 121, 154, 151, 4, 17, 96, 110, 43, 61, 76, 81, 41, 75, 70]","[11, 9, 12, 6, 16, 15, 23, 20, 1, 3, 5, 8, 7]",39.8
1415,1415,10009016,"[147, 147, 154, 105, 130, 129, 109, 47, 46, 43, 39, 38, 36, 19, 5, 18, 16, 34, 148, 80, 61, 86, 144, 85, 26, 57]","[147, 154, 105, 130, 129, 109, 47, 46, 43, 39, 38, 36, 19, 5, 18, 16, 34, 148, 80, 61, 86, 144, 85, 26, 57]","[18, 23, 13, 16, 15, 5, 4, 3, 1, 19, 9, 6, 10, 17]",57.5
1416,1416,12898527,"[134, 98, 80, 67, 8, 19, 5, 18, 17, 16, 94, 44, 42, 40, 38, 93, 88, 86, 62, 79, 61, 162, 159, 154, 150, 96, 133, 127, 108, 34, 32]","[134, 98, 80, 67, 8, 19, 5, 18, 17, 16, 94, 44, 42, 40, 38, 93, 88, 86, 62, 79, 61, 162, 159, 154, 150, 96, 133, 127, 108, 34, 32]","[17, 12, 9, 6, 2, 3, 1, 11, 5, 10, 23, 20, 16, 15, 4]",59.7
1417,1417,12811583,"[147, 138, 134, 101, 97, 80, 53, 163, 161, 155, 154, 121, 120, 118, 116, 114, 100, 7, 18, 4, 2, 94, 85, 83, 79, 34, 29, 81, 133, 128, 33, 26, 50, 62, 25, 16, 61, 74, 44]","[147, 138, 134, 101, 97, 80, 53, 163, 161, 155, 154, 121, 120, 118, 116, 114, 100, 7, 18, 4, 2, 94, 85, 83, 79, 34, 29, 81, 133, 128, 33, 26, 50, 62, 25, 16, 61, 74, 44]","[18, 17, 12, 11, 9, 5, 23, 15, 2, 3, 1, 4, 16, 6, 8]",90.8
1418,1418,19007617,"[138, 134, 98, 80, 67, 53, 6, 18, 15, 14, 133, 130, 51, 29, 24, 47, 44, 100, 95, 163, 84, 156, 154, 121, 109, 135, 79]","[138, 134, 98, 80, 67, 53, 6, 18, 15, 14, 133, 130, 51, 29, 24, 47, 44, 100, 95, 163, 84, 156, 154, 121, 109, 135, 79]","[17, 12, 9, 6, 5, 1, 3, 2, 16, 11, 23, 15]",49.2
1419,1419,19889705,"[142, 147, 96, 80, 52, 47, 40, 91, 35, 33, 32, 133, 131, 126, 60, 11, 19, 18, 17, 162, 155, 57, 36, 30, 24, 16, 16]","[142, 147, 96, 80, 52, 47, 40, 91, 35, 33, 32, 133, 131, 126, 60, 11, 19, 18, 17, 162, 155, 57, 36, 30, 24, 16]","[17, 18, 11, 9, 5, 4, 16, 6, 2, 3, 23]",69.4
1420,1420,17945757,"[147, 160, 157, 156, 133, 90, 87, 84, 97, 80, 37, 9, 18, 3, 15, 130, 83, 99, 81, 62, 68, 42, 40, 39, 38, 108, 75, 74, 129, 103, 29, 13]","[147, 160, 157, 156, 133, 90, 87, 84, 97, 80, 37, 9, 18, 3, 15, 130, 83, 99, 81, 62, 68, 42, 40, 39, 38, 108, 75, 74, 129, 103, 29, 13]","[18, 23, 17, 11, 10, 9, 5, 2, 3, 1, 16, 12, 6, 15, 8]",84.3
1421,1421,15686442,"[147, 134, 100, 53, 19, 49, 45, 42, 40, 95, 147, 163, 154, 27, 24, 39, 76, 94, 88, 83, 130, 127, 125, 135, 148, 8, 3, 15, 81, 38]","[147, 134, 100, 53, 19, 49, 45, 42, 40, 95, 163, 154, 27, 24, 39, 76, 94, 88, 83, 130, 127, 125, 135, 148, 8, 3, 15, 81, 38]","[18, 17, 12, 5, 3, 11, 23, 8, 10, 9, 16, 19, 2, 1]",63.3
1422,1422,10009016,"[147, 134, 130, 127, 95, 94, 106, 98, 80, 32, 162, 16, 15, 125, 96, 155, 87, 164, 81]","[147, 134, 130, 127, 95, 94, 106, 98, 80, 32, 162, 16, 15, 125, 96, 155, 87, 164, 81]","[18, 17, 16, 11, 13, 12, 9, 4, 23, 3, 10, 24]",58.0
1423,1423,16321605,"[147, 98, 65, 49, 46, 44, 40, 133, 19, 18, 15, 104, 94, 88, 57, 39, 149, 162, 25, 2, 119, 99, 165, 156, 131, 125, 81]","[147, 98, 65, 49, 46, 44, 40, 133, 19, 18, 15, 104, 94, 88, 57, 39, 149, 162, 25, 2, 119, 99, 165, 156, 131, 125, 81]","[18, 12, 6, 5, 17, 3, 11, 10, 19, 23, 1, 15, 24, 16, 9]",49.8
1424,1424,18025004,"[147, 18, 4, 17, 132, 130, 128, 57, 125, 88, 2, 160, 159, 33, 14, 83, 81, 40, 25, 13]","[147, 18, 4, 17, 132, 130, 128, 57, 125, 88, 2, 160, 159, 33, 14, 83, 81, 40, 25, 13]","[18, 3, 1, 16, 5, 10, 23, 4, 2, 9]",43.6
1425,1425,10673275,"[134, 108, 161, 155, 132, 128, 127, 124, 97, 80, 67, 53, 18, 87, 86, 49, 43, 30, 79, 73, 135, 27, 16, 81, 154]","[134, 108, 161, 155, 132, 128, 127, 124, 97, 80, 67, 53, 18, 87, 86, 49, 43, 30, 79, 73, 135, 27, 16, 81, 154]","[17, 15, 23, 16, 11, 9, 6, 5, 3, 10, 8]",46.8
1426,1426,11858451,"[147, 145, 138, 80, 67, 64, 37, 47, 163, 157, 154, 94, 78, 43, 9, 7, 5, 18, 15, 132, 128, 139, 42, 39, 83, 81, 33, 27, 114, 108, 96, 150, 148]","[147, 145, 138, 80, 67, 64, 37, 47, 163, 157, 154, 94, 78, 43, 9, 7, 5, 18, 15, 132, 128, 139, 42, 39, 83, 81, 33, 27, 114, 108, 96, 150, 148]","[18, 17, 9, 6, 5, 23, 11, 8, 2, 1, 3, 16, 4, 15, 20, 19]",86.7
1427,1427,11846790,"[147, 159, 137, 138, 37, 50, 44, 42, 41, 95, 90, 86, 84, 83, 99, 131, 127, 125, 20, 21, 18, 14, 28, 16, 155, 150, 69, 76, 55, 96, 22]","[147, 159, 137, 138, 37, 50, 44, 42, 41, 95, 90, 86, 84, 83, 99, 131, 127, 125, 20, 21, 18, 14, 28, 16, 155, 150, 69, 76, 55, 96, 22]","[18, 23, 17, 5, 11, 10, 9, 12, 16, 3, 2, 20, 7, 8]",122.7
1428,1428,10685414,"[147, 80, 53, 34, 33, 30, 24, 132, 129, 126, 163, 162, 161, 157, 156, 121, 118, 18, 94, 93, 50, 154, 111, 85, 16, 38, 148, 79, 15, 150]","[147, 80, 53, 34, 33, 30, 24, 132, 129, 126, 163, 162, 161, 157, 156, 121, 118, 18, 94, 93, 50, 154, 111, 85, 16, 38, 148, 79, 15, 150]","[18, 9, 5, 4, 3, 16, 23, 15, 11, 19, 20]",65.2
1429,1429,10765005,"[147, 159, 156, 78, 59, 37, 48, 44, 42, 41, 38, 36, 87, 86, 34, 30, 29, 26, 13, 83, 81, 68, 57, 149, 128, 126, 18, 4]","[147, 159, 156, 78, 59, 37, 48, 44, 42, 41, 38, 36, 87, 86, 34, 30, 29, 26, 13, 83, 81, 68, 57, 149, 128, 126, 18, 4]","[18, 23, 8, 6, 5, 4, 10, 3, 2, 9, 19, 16, 1]",104.8
1430,1430,12622119,"[147, 137, 106, 102, 80, 157, 130, 128, 127, 126, 96, 95, 65, 32, 29, 24, 16, 64, 62, 61, 94, 86, 85, 83, 147, 9, 7, 6, 18, 57, 48, 44, 40, 17, 16, 3, 15, 10, 148, 155, 81, 70, 150]","[147, 137, 106, 102, 80, 157, 130, 128, 127, 126, 96, 95, 65, 32, 29, 24, 16, 64, 62, 61, 94, 86, 85, 83, 9, 7, 6, 18, 57, 48, 44, 40, 17, 3, 15, 10, 148, 155, 81, 70, 150]","[18, 17, 13, 12, 9, 23, 16, 11, 6, 4, 3, 10, 2, 1, 5, 19, 7, 20]",116.0
1431,1431,18921324,"[142, 147, 141, 104, 95, 91, 89, 88, 97, 80, 19, 18, 16, 3, 15, 130, 86, 128, 26, 161, 158, 154, 16, 96, 48, 40, 151, 164, 12, 81, 68, 117]","[142, 147, 141, 104, 95, 91, 89, 88, 97, 80, 19, 18, 16, 3, 15, 130, 86, 128, 26, 161, 158, 154, 96, 48, 40, 151, 164, 12, 81, 68, 117]","[17, 18, 12, 11, 10, 9, 3, 1, 16, 23, 5, 20, 24, 2, 6, 15]",91.9
1432,1432,12241564,"[147, 105, 98, 80, 52, 51, 50, 47, 46, 119, 109, 64, 79, 61, 95, 87, 159, 158, 5, 18, 15, 85, 99, 69, 57, 42, 40, 38, 132, 128, 151, 36]","[147, 105, 98, 80, 52, 51, 50, 47, 46, 119, 109, 64, 79, 61, 95, 87, 159, 158, 5, 18, 15, 85, 99, 69, 57, 42, 40, 38, 132, 128, 151, 36]","[18, 13, 12, 9, 5, 15, 6, 11, 10, 23, 1, 3, 7, 16, 20, 4]",82.4
1433,1433,19137745,"[147, 162, 160, 157, 138, 80, 65, 53, 32, 27, 13, 120, 118, 116, 110, 5, 4, 94, 88, 87, 84, 83, 82, 81, 64, 3, 15, 135, 44, 140, 40, 61, 156, 155, 151, 10, 148]","[147, 162, 160, 157, 138, 80, 65, 53, 32, 27, 13, 120, 118, 116, 110, 5, 4, 94, 88, 87, 84, 83, 82, 81, 64, 3, 15, 135, 44, 140, 40, 61, 156, 155, 151, 10, 148]","[18, 23, 17, 9, 6, 5, 4, 3, 2, 15, 1, 11, 10, 20, 19]",108.0
1434,1434,15455960,"[147, 138, 134, 80, 67, 65, 37, 48, 44, 95, 84, 62, 59, 57, 35, 15, 70, 156, 158, 149, 136, 128, 43, 41, 148, 36, 135, 155, 26]","[147, 138, 134, 80, 67, 65, 37, 48, 44, 95, 84, 62, 59, 57, 35, 15, 70, 156, 158, 149, 136, 128, 43, 41, 148, 36, 135, 155, 26]","[18, 17, 9, 6, 5, 11, 4, 3, 7, 23, 19, 16]",81.5
1435,1435,12731294,"[147, 93, 97, 98, 80, 35, 33, 26, 16, 22, 148, 5, 90, 15, 14, 88, 86, 162, 161, 69, 13, 128, 156, 48, 39]","[147, 93, 97, 98, 80, 35, 33, 26, 16, 22, 148, 5, 90, 15, 14, 88, 86, 162, 161, 69, 13, 128, 156, 48, 39]","[18, 11, 12, 9, 4, 3, 19, 1, 2, 10, 23, 7, 16, 5]",54.0
1436,1436,10969349,"[147, 137, 97, 80, 67, 79, 57, 48, 45, 42, 41, 95, 86, 82, 18, 15, 128, 39, 156, 34, 38, 33]","[147, 137, 97, 80, 67, 79, 57, 48, 45, 42, 41, 95, 86, 82, 18, 15, 128, 39, 156, 34, 38, 33]","[18, 17, 11, 9, 6, 5, 10, 3, 16, 23, 4]",40.5
1437,1437,12834802,"[147, 101, 97, 98, 80, 65, 53, 48, 45, 43, 42, 38, 36, 87, 86, 85, 84, 81, 156, 155, 150, 120, 111, 109, 79, 61, 18, 34, 32, 129, 71, 25]","[147, 101, 97, 98, 80, 65, 53, 48, 45, 43, 42, 38, 36, 87, 86, 85, 84, 81, 156, 155, 150, 120, 111, 109, 79, 61, 18, 34, 32, 129, 71, 25]","[18, 12, 11, 9, 6, 5, 4, 10, 23, 20, 15, 3, 16, 7]",93.7
1438,1438,15386151,"[147, 105, 101, 80, 67, 61, 87, 156, 150, 37, 19, 18, 81, 96, 14, 129, 46, 148, 22]","[147, 105, 101, 80, 67, 61, 87, 156, 150, 37, 19, 18, 81, 96, 14, 129, 46, 148, 22]","[18, 13, 12, 9, 6, 10, 23, 20, 5, 3, 11, 2, 16, 19]",39.3
