,rindex,nif,produtos_all,produtos,grupos,total
6280,6280,10500673,"[147, 138, 101, 102, 80, 64, 79, 104, 100, 77, 75, 33, 9, 49, 44, 40, 157, 155, 151, 131, 128, 18, 4, 16, 29, 81, 1, 38]","[147, 138, 101, 102, 80, 64, 79, 104, 100, 77, 75, 33, 9, 49, 44, 40, 157, 155, 151, 131, 128, 18, 4, 16, 29, 81, 1, 38]","[18, 17, 12, 9, 6, 8, 4, 2, 5, 23, 20, 16, 3, 1]",69.3
6281,6281,17080011,"[147, 137, 80, 67, 66, 162, 77, 75, 57, 70, 37, 5, 156, 43, 88, 86, 82, 81, 26, 132, 127, 140, 146, 15, 111]","[147, 137, 80, 67, 66, 162, 77, 75, 57, 70, 37, 5, 156, 43, 88, 86, 82, 81, 26, 132, 127, 140, 146, 15, 111]","[18, 17, 9, 6, 23, 8, 5, 7, 1, 10, 3, 16, 15]",1052.0
6282,6282,11858451,"[147, 145, 80, 67, 65, 53, 131, 130, 129, 15, 45, 34, 162, 154, 10, 64, 73, 93, 24]","[147, 145, 80, 67, 65, 53, 131, 130, 129, 15, 45, 34, 162, 154, 10, 64, 73, 93, 24]","[18, 17, 9, 6, 5, 16, 3, 4, 23, 2, 8, 11]",62.3
6283,6283,10816721,"[147, 80, 65, 37, 49, 95, 94, 93, 46, 34, 33, 32, 26, 25, 62, 18, 154, 61, 42, 57, 96, 132, 144, 90, 84, 41, 17]","[147, 80, 65, 37, 49, 95, 94, 93, 46, 34, 33, 32, 26, 25, 62, 18, 154, 61, 42, 57, 96, 132, 144, 90, 84, 41, 17]","[18, 9, 6, 5, 11, 4, 3, 23, 16, 17]",69.2
6284,6284,16572768,"[147, 141, 134, 93, 90, 86, 85, 81, 159, 97, 80, 18, 17, 149, 157, 51, 15, 154, 131, 114, 111, 108, 34, 33, 25, 64, 79, 96, 16]","[147, 141, 134, 93, 90, 86, 85, 81, 159, 97, 80, 18, 17, 149, 157, 51, 15, 154, 131, 114, 111, 108, 34, 33, 25, 64, 79, 96, 16]","[18, 17, 11, 10, 9, 23, 3, 19, 5, 16, 15, 4, 6]",71.8
6285,6285,13059182,"[147, 137, 133, 158, 157, 62, 60, 73, 57, 37, 2, 41, 156, 151, 128, 26, 91, 89, 39]","[147, 137, 133, 158, 157, 62, 60, 73, 57, 37, 2, 41, 156, 151, 128, 26, 91, 89, 39]","[18, 17, 23, 6, 8, 5, 1, 20, 16, 3, 11]",43.3
6286,6286,16684158,"[147, 138, 122, 106, 98, 80, 52, 37, 8, 6, 19, 16, 3, 15, 42, 79, 59, 162, 154, 93, 82, 34, 41, 70, 81, 1, 129]","[147, 138, 122, 106, 98, 80, 52, 37, 8, 6, 19, 16, 3, 15, 42, 79, 59, 162, 154, 93, 82, 34, 41, 70, 81, 1, 129]","[18, 17, 15, 13, 12, 9, 5, 2, 1, 3, 6, 23, 11, 4, 7, 16]",70.3
6287,6287,19390042,"[147, 134, 100, 94, 80, 66, 33, 30, 24, 133, 14, 160, 50, 49, 38, 36, 64, 79, 157, 156, 154, 132, 130, 129, 128, 61, 96, 70, 111, 124, 16]","[147, 134, 100, 94, 80, 66, 33, 30, 24, 133, 14, 160, 50, 49, 38, 36, 64, 79, 157, 156, 154, 132, 130, 129, 128, 61, 96, 70, 111, 124, 16]","[18, 17, 12, 11, 9, 6, 4, 3, 2, 23, 5, 16, 7, 15]",82.0
6288,6288,15170973,"[147, 97, 98, 80, 67, 37, 18, 62, 79, 77, 163, 162, 160, 93, 87, 83, 157, 155, 73, 39, 131, 143, 57, 26, 25, 16, 96, 38]","[147, 97, 98, 80, 67, 37, 18, 62, 79, 77, 163, 162, 160, 93, 87, 83, 157, 155, 73, 39, 131, 143, 57, 26, 25, 16, 96, 38]","[18, 11, 12, 9, 6, 5, 3, 8, 23, 10, 16, 17]",55.6
6289,6289,11031976,"[147, 138, 134, 122, 104, 134, 102, 97, 80, 67, 62, 61, 51, 88, 81, 33, 27, 69, 20, 7, 6, 19, 5, 131, 130, 128, 162, 161, 157, 156, 18, 15, 118, 70, 49, 47, 42, 56, 154, 16, 147, 148, 96]","[147, 138, 134, 122, 104, 102, 97, 80, 67, 62, 61, 51, 88, 81, 33, 27, 69, 20, 7, 6, 19, 5, 131, 130, 128, 162, 161, 157, 156, 18, 15, 118, 70, 49, 47, 42, 56, 154, 16, 148, 96]","[18, 17, 15, 12, 11, 9, 6, 5, 10, 4, 3, 7, 2, 1, 16, 23, 19]",108.1
6290,6290,14379526,"[80, 157, 87, 86, 85, 164, 133, 81, 37, 47, 44, 33, 18, 17, 154, 149, 36]","[80, 157, 87, 86, 85, 164, 133, 81, 37, 47, 44, 33, 18, 17, 154, 149, 36]","[9, 23, 10, 24, 17, 5, 4, 3, 19]",44.2
6291,6291,15711531,"[147, 161, 158, 156, 154, 150, 101, 80, 64, 70, 50, 18, 34, 33, 26, 25, 87, 81, 16, 109, 16]","[147, 161, 158, 156, 154, 150, 101, 80, 64, 70, 50, 18, 34, 33, 26, 25, 87, 81, 16, 109]","[18, 23, 20, 12, 9, 6, 7, 5, 3, 4, 10, 15]",50.8
6292,6292,16952650,"[147, 122, 106, 80, 63, 9, 8, 19, 18, 10, 50, 47, 46, 40, 80, 79, 58, 57, 34, 33, 27, 39, 24, 118, 149, 83, 81, 96]","[147, 122, 106, 80, 63, 9, 8, 19, 18, 10, 50, 47, 46, 40, 79, 58, 57, 34, 33, 27, 39, 24, 118, 149, 83, 81, 96]","[18, 15, 13, 9, 6, 2, 3, 5, 4, 19, 11]",106.2
6293,6293,13059182,"[147, 137, 97, 80, 19, 163, 161, 87, 83, 136, 130, 34, 4, 48, 41, 40, 39, 160, 157, 154, 2, 125, 38, 33, 96, 99, 81]","[147, 137, 97, 80, 19, 163, 161, 87, 83, 136, 130, 34, 4, 48, 41, 40, 39, 160, 157, 154, 2, 125, 38, 33, 96, 99, 81]","[18, 17, 11, 9, 3, 23, 10, 16, 4, 1, 5, 12]",44.0
6294,6294,10585716,"[147, 131, 90, 102, 80, 67, 65, 53, 37, 33, 28, 27, 73, 159, 157, 84, 82, 81, 69, 9, 18, 49, 44, 129, 124, 115, 113, 26, 13]","[147, 131, 90, 102, 80, 67, 65, 53, 37, 33, 28, 27, 73, 159, 157, 84, 82, 81, 69, 9, 18, 49, 44, 129, 124, 115, 113, 26, 13]","[18, 16, 11, 12, 9, 6, 5, 4, 3, 8, 23, 7, 2, 15]",88.6
6295,6295,10253475,"[97, 60, 35, 9, 18, 47, 38, 163, 147, 161, 95, 93, 82, 99, 17, 16, 3, 15, 154, 128, 125, 34, 14, 30, 103, 96, 139]","[97, 60, 35, 9, 18, 47, 38, 163, 147, 161, 95, 93, 82, 99, 17, 16, 3, 15, 154, 128, 125, 34, 14, 30, 103, 96, 139]","[11, 6, 4, 2, 3, 5, 23, 18, 9, 12, 1, 16, 17]",57.6
6296,6296,14961367,"[142, 147, 122, 35, 4, 15, 14, 48, 77, 121, 109, 88, 87, 83, 60, 28, 27, 25, 45, 41, 39, 73, 57, 131, 124, 154, 1]","[142, 147, 122, 35, 4, 15, 14, 48, 77, 121, 109, 88, 87, 83, 60, 28, 27, 25, 45, 41, 39, 73, 57, 131, 124, 154, 1]","[17, 18, 15, 4, 1, 3, 2, 5, 8, 10, 9, 6, 16, 23]",87.0
6297,6297,13222468,"[137, 134, 105, 80, 67, 37, 49, 47, 44, 6, 19, 18, 16, 148, 64, 62, 57, 42, 94, 85, 34, 33, 163, 161, 155, 153, 150, 81, 14, 149]","[137, 134, 105, 80, 67, 37, 49, 47, 44, 6, 19, 18, 16, 148, 64, 62, 57, 42, 94, 85, 34, 33, 163, 161, 155, 153, 150, 81, 14, 149]","[17, 13, 9, 6, 5, 1, 3, 19, 11, 4, 23, 22, 20, 2]",129.9
6298,6298,11382983,"[137, 102, 33, 27, 159, 25, 24, 51, 48, 19, 16, 68, 55, 144, 129, 46, 155, 44, 150, 14, 40]","[137, 102, 33, 27, 159, 25, 24, 51, 48, 19, 16, 68, 55, 144, 129, 46, 155, 44, 150, 14, 40]","[17, 12, 4, 3, 23, 5, 6, 16, 20, 2]",49.3
6299,6299,17053746,"[147, 96, 106, 102, 97, 80, 65, 5, 28, 25, 128, 95, 93, 18, 24, 13, 61, 87, 81, 4, 16, 158, 157, 42, 3, 15]","[147, 96, 106, 102, 97, 80, 65, 5, 28, 25, 128, 95, 93, 18, 24, 13, 61, 87, 81, 4, 16, 158, 157, 42, 3, 15]","[18, 11, 13, 12, 9, 6, 1, 3, 16, 2, 10, 23, 5]",67.8
6300,6300,13357297,"[147, 148, 134, 122, 105, 80, 79, 61, 35, 9, 18, 5, 16, 107, 162, 95, 157, 3, 87, 132, 126, 81, 74, 39, 155, 32, 29, 15, 1, 25]","[147, 148, 134, 122, 105, 80, 79, 61, 35, 9, 18, 5, 16, 107, 162, 95, 157, 3, 87, 132, 126, 81, 74, 39, 155, 32, 29, 15, 1, 25]","[18, 19, 17, 15, 13, 9, 6, 4, 2, 3, 1, 14, 23, 11, 10, 16, 8, 5]",128.4
6301,6301,16331141,"[147, 134, 80, 67, 61, 77, 60, 53, 37, 34, 33, 32, 142, 100, 95, 94, 90, 87, 30, 25, 99, 81, 7, 18, 16, 3, 131, 130, 162, 140, 69, 16, 159, 46, 42, 149, 15, 40, 36, 59, 148, 143]","[147, 134, 80, 67, 61, 77, 60, 53, 37, 34, 33, 32, 142, 100, 95, 94, 90, 87, 30, 25, 99, 81, 7, 18, 16, 3, 131, 130, 162, 140, 69, 159, 46, 42, 149, 15, 40, 36, 59, 148, 143]","[18, 17, 9, 6, 8, 5, 4, 12, 11, 10, 3, 2, 1, 16, 23, 7, 19]",121.7
6302,6302,18769114,"[147, 162, 159, 157, 97, 67, 65, 37, 20, 9, 19, 18, 4, 17, 131, 129, 16, 90, 68, 125, 34, 24, 15, 1, 108, 51, 46, 38, 79]","[147, 162, 159, 157, 97, 67, 65, 37, 20, 9, 19, 18, 4, 17, 131, 129, 16, 90, 68, 125, 34, 24, 15, 1, 108, 51, 46, 38, 79]","[18, 23, 11, 6, 5, 3, 2, 1, 16, 4, 15, 9]",98.7
6303,6303,16215462,"[160, 106, 97, 80, 53, 43, 38, 36, 95, 93, 89, 88, 85, 84, 81, 121, 131, 5, 130, 109, 159, 158, 17, 16, 14, 154]","[160, 106, 97, 80, 53, 43, 38, 36, 95, 93, 89, 88, 85, 84, 81, 121, 131, 5, 130, 109, 159, 158, 17, 16, 14, 154]","[23, 13, 11, 9, 5, 4, 10, 15, 16, 1, 3, 2]",37.9
6304,6304,10500673,"[147, 105, 80, 65, 34, 19, 18, 94, 93, 92, 88, 86, 79, 73, 70, 27, 26, 24, 16, 12, 163, 155, 153, 150, 148, 132, 129, 125, 42, 41, 16, 81]","[147, 105, 80, 65, 34, 19, 18, 94, 93, 92, 88, 86, 79, 73, 70, 27, 26, 24, 16, 12, 163, 155, 153, 150, 148, 132, 129, 125, 42, 41, 81]","[18, 13, 9, 6, 4, 3, 11, 10, 8, 7, 2, 23, 22, 20, 19, 16, 5]",134.1
6305,6305,14874162,"[147, 90, 99, 81, 136, 132, 128, 80, 67, 66, 53, 37, 50, 48, 45, 42, 39, 161, 154, 27, 24, 109, 126, 155, 150, 148, 18, 4, 17, 36]","[147, 90, 99, 81, 136, 132, 128, 80, 67, 66, 53, 37, 50, 48, 45, 42, 39, 161, 154, 27, 24, 109, 126, 155, 150, 148, 18, 4, 17, 36]","[18, 11, 12, 9, 17, 16, 6, 5, 23, 3, 15, 20, 19, 1, 4]",55.9
6306,6306,13059182,"[133, 122, 97, 80, 36, 12, 94, 18, 16, 93, 91, 86, 84, 163, 82, 99, 15, 160, 41, 40, 38]","[133, 122, 97, 80, 36, 12, 94, 18, 16, 93, 91, 86, 84, 163, 82, 99, 15, 160, 41, 40, 38]","[17, 15, 11, 9, 4, 2, 3, 10, 23, 12, 5]",39.1
6307,6307,18735354,"[147, 102, 97, 80, 35, 33, 24, 16, 5, 18, 16, 2, 121, 113, 165, 156, 153, 41, 39, 38, 93, 88, 86, 85, 13, 76, 150, 149, 124]","[147, 102, 97, 80, 35, 33, 24, 16, 5, 18, 2, 121, 113, 165, 156, 153, 41, 39, 38, 93, 88, 86, 85, 13, 76, 150, 149, 124]","[18, 12, 11, 9, 4, 3, 1, 15, 24, 23, 22, 5, 10, 2, 8, 20, 19]",122.6
6308,6308,16383196,"[147, 134, 133, 127, 97, 98, 53, 18, 4, 17, 16, 49, 48, 47, 44, 42, 2, 92, 88, 96, 156, 38, 120, 151, 85, 29, 25, 24, 81]","[147, 134, 133, 127, 97, 98, 53, 18, 4, 17, 16, 49, 48, 47, 44, 42, 2, 92, 88, 96, 156, 38, 120, 151, 85, 29, 25, 24, 81]","[18, 17, 16, 11, 12, 5, 3, 1, 10, 23, 15, 20, 9]",56.8
6309,6309,18295922,"[147, 87, 165, 80, 37, 18, 34, 33, 29, 132, 28, 25, 22, 148, 130, 127, 135, 96, 50, 49, 38, 74]","[147, 87, 165, 80, 37, 18, 34, 33, 29, 132, 28, 25, 22, 148, 130, 127, 135, 96, 50, 49, 38, 74]","[18, 10, 24, 9, 5, 3, 4, 16, 19, 17, 11, 8]",69.8
6310,6310,11051821,"[147, 159, 102, 97, 98, 80, 44, 42, 19, 94, 87, 34, 40, 32, 26, 136, 129, 127, 126, 125, 124, 151, 39, 38, 140, 9, 65, 15, 70]","[147, 159, 102, 97, 98, 80, 44, 42, 19, 94, 87, 34, 40, 32, 26, 136, 129, 127, 126, 125, 124, 151, 39, 38, 140, 9, 65, 15, 70]","[18, 23, 12, 11, 9, 5, 3, 10, 4, 17, 16, 15, 20, 2, 6, 7]",63.1
6311,6311,18724569,"[147, 136, 100, 94, 87, 84, 83, 98, 80, 67, 51, 42, 121, 99, 81, 159, 157, 129, 126, 75, 74, 40, 96, 19, 33, 11, 26]","[147, 136, 100, 94, 87, 84, 83, 98, 80, 67, 51, 42, 121, 99, 81, 159, 157, 129, 126, 75, 74, 40, 96, 19, 33, 11, 26]","[18, 17, 12, 11, 10, 9, 6, 5, 15, 23, 16, 8, 3, 4, 2]",48.6
6312,6312,11112942,"[97, 80, 67, 62, 61, 59, 110, 52, 37, 32, 19, 18, 16, 3, 89, 88, 87, 85, 157, 151, 150, 47, 46, 44, 40, 126, 109, 103, 38, 70, 1, 165]","[97, 80, 67, 62, 61, 59, 110, 52, 37, 32, 19, 18, 16, 3, 89, 88, 87, 85, 157, 151, 150, 47, 46, 44, 40, 126, 109, 103, 38, 70, 1, 165]","[11, 9, 6, 15, 5, 4, 3, 1, 10, 23, 20, 16, 12, 7, 24]",85.7
6313,6313,12519256,"[147, 141, 133, 127, 126, 93, 90, 163, 102, 97, 80, 65, 64, 88, 19, 49, 47, 42, 86, 83, 81, 61, 40, 39, 121, 32, 26, 80, 25, 77, 74, 18]","[147, 141, 133, 127, 126, 93, 90, 163, 102, 97, 80, 65, 64, 88, 19, 49, 47, 42, 86, 83, 81, 61, 40, 39, 121, 32, 26, 25, 77, 74, 18]","[18, 17, 16, 11, 23, 12, 9, 6, 10, 3, 5, 15, 4, 8]",87.3
6314,6314,19032806,"[147, 105, 80, 49, 47, 45, 42, 30, 26, 16, 109, 88, 85, 84, 81, 40, 108, 54, 39, 36, 18, 1, 131, 127, 126, 159, 156]","[147, 105, 80, 49, 47, 45, 42, 30, 26, 16, 109, 88, 85, 84, 81, 40, 108, 54, 39, 36, 18, 1, 131, 127, 126, 159, 156]","[18, 13, 9, 5, 3, 15, 10, 4, 1, 16, 23]",49.5
6315,6315,10885535,"[147, 98, 80, 67, 52, 34, 33, 32, 29, 100, 95, 93, 89, 84, 82, 99, 69, 9, 7, 5, 42, 18, 16, 3, 158, 108, 4, 15, 147, 63, 77, 130, 128, 24, 154, 70, 150, 123, 148]","[147, 98, 80, 67, 52, 34, 33, 32, 29, 100, 95, 93, 89, 84, 82, 99, 69, 9, 7, 5, 42, 18, 16, 3, 158, 108, 4, 15, 63, 77, 130, 128, 24, 154, 70, 150, 123, 148]","[18, 12, 9, 6, 5, 4, 3, 11, 7, 2, 1, 23, 15, 8, 16, 20, 19]",117.2
6316,6316,19137745,"[137, 132, 102, 80, 65, 34, 16, 8, 19, 18, 13, 51, 50, 154, 151, 40, 88, 126, 79, 3, 15, 39]","[137, 132, 102, 80, 65, 34, 16, 8, 19, 18, 13, 51, 50, 154, 151, 40, 88, 126, 79, 3, 15, 39]","[17, 16, 12, 9, 6, 4, 3, 2, 5, 23, 20, 10, 1]",45.1
6317,6317,10531034,"[147, 80, 67, 65, 37, 35, 21, 5, 18, 15, 50, 159, 155, 41, 121, 118, 129, 126, 86, 64, 79, 61, 57, 38, 36, 85, 154, 150, 82, 68, 1, 34, 149]","[147, 80, 67, 65, 37, 35, 21, 5, 18, 15, 50, 159, 155, 41, 121, 118, 129, 126, 86, 64, 79, 61, 57, 38, 36, 85, 154, 150, 82, 68, 1, 34, 149]","[18, 9, 6, 5, 4, 3, 1, 23, 15, 16, 10, 20, 19]",134.8
6318,6318,15026902,"[53, 7, 15, 49, 48, 131, 92, 91, 90, 87, 84, 81, 112, 127, 34, 26, 45, 41, 40, 36, 151]","[53, 7, 15, 49, 48, 131, 92, 91, 90, 87, 84, 81, 112, 127, 34, 26, 45, 41, 40, 36, 151]","[5, 2, 3, 16, 11, 10, 9, 15, 4, 20]",47.4
6319,6319,19137745,"[122, 105, 98, 104, 95, 80, 52, 90, 35, 18, 14, 149, 86, 85, 34, 32, 12, 13, 1, 50, 74, 46, 82, 39, 132, 144]","[122, 105, 98, 104, 95, 80, 52, 90, 35, 18, 14, 149, 86, 85, 34, 32, 12, 13, 1, 50, 74, 46, 82, 39, 132, 144]","[15, 13, 12, 11, 9, 5, 4, 3, 2, 19, 10, 1, 8, 16, 17]",54.2
6320,6320,14904513,"[147, 97, 119, 80, 53, 37, 33, 32, 7, 18, 4, 18, 17, 15, 30, 51, 49, 48, 29, 87, 86, 83, 163, 161, 128, 159, 157, 60, 25]","[147, 97, 119, 80, 53, 37, 33, 32, 7, 18, 4, 17, 15, 30, 51, 49, 48, 29, 87, 86, 83, 163, 161, 128, 159, 157, 60, 25]","[18, 11, 15, 9, 5, 4, 2, 3, 1, 10, 23, 16, 6]",67.8
6321,6321,15726469,"[138, 122, 94, 89, 87, 83, 69, 97, 98, 80, 78, 132, 131, 130, 125, 123, 52, 49, 44, 41, 4, 17, 15, 161, 34, 33, 28, 26, 24, 121, 120, 118, 116, 146, 96, 10, 148, 160, 158, 157, 39, 64, 61]","[138, 122, 94, 89, 87, 83, 69, 97, 98, 80, 78, 132, 131, 130, 125, 123, 52, 49, 44, 41, 4, 17, 15, 161, 34, 33, 28, 26, 24, 121, 120, 118, 116, 146, 96, 10, 148, 160, 158, 157, 39, 64, 61]","[17, 15, 11, 10, 9, 7, 12, 8, 16, 5, 1, 3, 23, 4, 2, 19, 6]",1140.7
6322,6322,15966925,"[147, 105, 98, 34, 33, 32, 28, 27, 25, 24, 36, 13, 47, 46, 156, 100, 88, 18, 131, 144, 45, 42, 5, 128, 15, 154, 150, 149]","[147, 105, 98, 34, 33, 32, 28, 27, 25, 24, 36, 13, 47, 46, 156, 100, 88, 18, 131, 144, 45, 42, 5, 128, 15, 154, 150, 149]","[18, 13, 12, 4, 3, 2, 5, 23, 10, 16, 17, 1, 20, 19]",73.4
6323,6323,15235202,"[147, 101, 97, 80, 48, 87, 81, 131, 43, 42, 62, 76, 40, 60, 57, 32, 24, 155, 107]","[147, 101, 97, 80, 48, 87, 81, 131, 43, 42, 62, 76, 40, 60, 57, 32, 24, 155, 107]","[18, 12, 11, 9, 5, 10, 16, 6, 8, 4, 3, 23, 14]",100.1
6324,6324,15026902,"[162, 97, 80, 67, 35, 9, 19, 18, 4, 17, 15, 14, 34, 160, 95, 48, 39, 148, 157, 156, 154, 119, 93, 81, 151, 150, 64, 79, 131, 139, 32, 103, 27]","[162, 97, 80, 67, 35, 9, 19, 18, 4, 17, 15, 14, 34, 160, 95, 48, 39, 148, 157, 156, 154, 119, 93, 81, 151, 150, 64, 79, 131, 139, 32, 103, 27]","[23, 11, 9, 6, 4, 2, 3, 1, 5, 19, 15, 20, 16, 17, 12]",77.3
6325,6325,11268202,"[161, 154, 122, 101, 102, 80, 67, 37, 47, 128, 123, 95, 35, 26, 94, 91, 25, 118, 108, 45, 9, 1, 10, 41, 79, 88, 82]","[161, 154, 122, 101, 102, 80, 67, 37, 47, 128, 123, 95, 35, 26, 94, 91, 25, 118, 108, 45, 9, 1, 10, 41, 79, 88, 82]","[23, 15, 12, 9, 6, 5, 16, 11, 4, 3, 2, 1, 10]",49.4
6326,6326,15796312,"[142, 147, 133, 131, 80, 37, 19, 5, 18, 16, 15, 57, 95, 47, 87, 34, 32, 26, 16, 83, 82, 81, 125, 36, 109]","[142, 147, 133, 131, 80, 37, 19, 5, 18, 16, 15, 57, 95, 47, 87, 34, 32, 26, 83, 82, 81, 125, 36, 109]","[17, 18, 16, 9, 5, 3, 1, 11, 10, 4, 15]",56.1
6327,6327,17708156,"[147, 101, 80, 65, 52, 35, 18, 17, 15, 162, 158, 64, 61, 73, 130, 126, 148, 147, 157, 154, 54, 114, 42, 109, 41]","[147, 101, 80, 65, 52, 35, 18, 17, 15, 162, 158, 64, 61, 73, 130, 126, 148, 157, 154, 54, 114, 42, 109, 41]","[18, 12, 9, 6, 5, 4, 3, 23, 8, 16, 19, 15]",78.8
6328,6328,13990526,"[142, 147, 138, 134, 100, 95, 93, 89, 88, 102, 97, 80, 48, 46, 44, 40, 39, 57, 35, 32, 129, 126, 109, 96, 30, 26, 24, 16, 163, 155, 18, 87, 84, 139, 17, 99, 69, 154]","[142, 147, 138, 134, 100, 95, 93, 89, 88, 102, 97, 80, 48, 46, 44, 40, 39, 57, 35, 32, 129, 126, 109, 96, 30, 26, 24, 16, 163, 155, 18, 87, 84, 139, 17, 99, 69, 154]","[17, 18, 12, 11, 10, 9, 5, 4, 16, 15, 3, 23, 7]",73.2
6329,6329,18540414,"[147, 32, 24, 16, 48, 45, 19, 109, 93, 90, 126, 4, 161, 81, 75, 74]","[147, 32, 24, 16, 48, 45, 19, 109, 93, 90, 126, 4, 161, 81, 75, 74]","[18, 4, 3, 5, 15, 11, 16, 1, 23, 9, 8]",35.3
6330,6330,14675193,"[137, 97, 80, 65, 37, 35, 34, 30, 29, 163, 162, 94, 83, 26, 25, 50, 47, 45, 128, 161, 158, 24, 9, 18, 15, 40, 36, 112, 154, 153, 96, 151]","[137, 97, 80, 65, 37, 35, 34, 30, 29, 163, 162, 94, 83, 26, 25, 50, 47, 45, 128, 161, 158, 24, 9, 18, 15, 40, 36, 112, 154, 153, 96, 151]","[17, 11, 9, 6, 5, 4, 3, 23, 16, 2, 15, 22, 20]",129.1
6331,6331,12006518,"[147, 159, 122, 80, 37, 18, 48, 47, 46, 39, 36, 140, 33, 27, 25, 24, 128, 100, 84, 81, 110, 13]","[147, 159, 122, 80, 37, 18, 48, 47, 46, 39, 36, 140, 33, 27, 25, 24, 128, 100, 84, 81, 110, 13]","[18, 23, 15, 9, 5, 3, 4, 17, 16, 12, 2]",40.4
6332,6332,11743841,"[147, 105, 80, 51, 49, 48, 7, 6, 19, 18, 162, 159, 158, 154, 16, 79, 59, 90, 85, 84, 1, 45, 42, 40, 132, 130, 129, 82, 99, 25, 36, 12, 126, 139, 69]","[147, 105, 80, 51, 49, 48, 7, 6, 19, 18, 162, 159, 158, 154, 16, 79, 59, 90, 85, 84, 1, 45, 42, 40, 132, 130, 129, 82, 99, 25, 36, 12, 126, 139, 69]","[18, 13, 9, 5, 2, 1, 3, 23, 6, 11, 16, 12, 4, 17, 7]",94.7
6333,6333,19163543,"[35, 20, 127, 161, 159, 157, 156, 154, 46, 45, 85, 68, 32, 74, 57, 70, 17, 123, 151]","[35, 20, 127, 161, 159, 157, 156, 154, 46, 45, 85, 68, 32, 74, 57, 70, 17, 123, 151]","[4, 3, 16, 23, 5, 9, 6, 8, 7, 15, 20]",70.8
6334,6334,18432838,"[105, 80, 65, 53, 49, 47, 46, 40, 121, 109, 35, 149, 18, 162, 161, 77, 93, 92, 91, 84, 82, 81, 132, 131, 130, 129, 34, 33, 26, 16, 38, 36, 61, 160, 156, 103]","[105, 80, 65, 53, 49, 47, 46, 40, 121, 109, 35, 149, 18, 162, 161, 77, 93, 92, 91, 84, 82, 81, 132, 131, 130, 129, 34, 33, 26, 16, 38, 36, 61, 160, 156, 103]","[13, 9, 6, 5, 15, 4, 19, 3, 23, 8, 11, 16, 12]",77.8
6335,6335,19665746,"[98, 121, 111, 80, 34, 46, 7, 18, 128, 124, 155, 109, 94, 85, 84, 32, 26, 24, 16, 36, 83, 82, 99, 69, 148, 15, 153, 75]","[98, 121, 111, 80, 34, 46, 7, 18, 128, 124, 155, 109, 94, 85, 84, 32, 26, 24, 16, 36, 83, 82, 99, 69, 148, 15, 153, 75]","[12, 15, 9, 4, 5, 2, 3, 16, 23, 11, 7, 19, 22, 8]",129.2
6336,6336,16858680,"[147, 96, 97, 80, 67, 57, 56, 33, 26, 128, 19, 18, 5, 4, 16, 15, 24, 161, 156, 42, 40, 126, 94, 69, 14, 13]","[147, 96, 97, 80, 67, 57, 56, 33, 26, 128, 19, 18, 5, 4, 16, 15, 24, 161, 156, 42, 40, 126, 94, 69, 14, 13]","[18, 11, 9, 6, 5, 4, 3, 16, 1, 23, 7, 2]",56.2
6337,6337,13222468,"[137, 117, 100, 93, 90, 84, 81, 98, 67, 37, 42, 38, 19, 18, 15, 157, 153, 133, 132, 129, 115, 111, 110, 109, 64, 34, 33, 79, 59]","[137, 117, 100, 93, 90, 84, 81, 98, 67, 37, 42, 38, 19, 18, 15, 157, 153, 133, 132, 129, 115, 111, 110, 109, 64, 34, 33, 79, 59]","[17, 15, 12, 11, 9, 6, 5, 3, 23, 22, 16, 4]",165.3
6338,6338,14669182,"[141, 97, 67, 32, 51, 44, 41, 93, 92, 85, 84, 19, 18, 4, 17, 16, 15, 2, 63, 56, 55, 13, 127, 126, 109, 162, 159, 150, 81, 103]","[141, 97, 67, 32, 51, 44, 41, 93, 92, 85, 84, 19, 18, 4, 17, 16, 15, 2, 63, 56, 55, 13, 127, 126, 109, 162, 159, 150, 81, 103]","[17, 11, 6, 4, 5, 9, 3, 1, 2, 16, 15, 23, 20, 12]",77.4
6339,6339,12565597,"[147, 137, 122, 94, 80, 53, 18, 16, 3, 15, 51, 49, 41, 162, 161, 160, 74, 33, 27, 25, 158, 93, 81, 39, 156, 154, 151, 131, 130, 128, 150, 36]","[147, 137, 122, 94, 80, 53, 18, 16, 3, 15, 51, 49, 41, 162, 161, 160, 74, 33, 27, 25, 158, 93, 81, 39, 156, 154, 151, 131, 130, 128, 150, 36]","[18, 17, 15, 11, 9, 5, 3, 1, 23, 8, 4, 20, 16]",53.6
6340,6340,18080489,"[147, 145, 137, 134, 94, 88, 87, 97, 80, 9, 5, 133, 131, 130, 84, 99, 68, 126, 143, 18, 32, 45, 4, 155, 15, 1, 147, 148, 40, 25, 103]","[147, 145, 137, 134, 94, 88, 87, 97, 80, 9, 5, 133, 131, 130, 84, 99, 68, 126, 143, 18, 32, 45, 4, 155, 15, 1, 148, 40, 25, 103]","[18, 17, 11, 10, 9, 2, 1, 16, 12, 6, 3, 4, 5, 23, 19]",83.7
6341,6341,17964119,"[134, 80, 64, 62, 53, 37, 8, 19, 18, 124, 123, 149, 50, 49, 45, 43, 39, 38, 94, 88, 86, 85, 156, 33, 24]","[134, 80, 64, 62, 53, 37, 8, 19, 18, 124, 123, 149, 50, 49, 45, 43, 39, 38, 94, 88, 86, 85, 156, 33, 24]","[17, 9, 6, 5, 2, 3, 15, 19, 11, 10, 23, 4]",56.8
